symbol,LS,Correlation,FDR,mLog10pval,TF,Stage,Cell
CIR1,14.7847951689547,0.791370257989658,4.94069010822507e-107,2.27218751664859,ZNF35,High,Ast_OPC
FNBP1,29.5260527780036,0.783005602360974,2.49716487573408e-103,2.94730419302717,ZNF35,High,Ast_OPC
SAV1,23.6147653500382,0.77976192346464,6.1571866984952e-102,2.49839232297687,ZNF35,High,Ast_OPC
ASB4,28.812795817371,0.779533838230145,7.70053853901842e-102,2.07347552965699,ZNF35,High,Ast_OPC
PCDH9-AS3,36.858920806756,0.778412702141679,2.29954924052767e-101,2.03563573469021,ZNF35,High,Ast_OPC
SCARB2,29.9500038906156,0.777852524946403,3.96026485869499e-101,3.05267369647498,ZNF35,High,Ast_OPC
PCDH9-AS2,32.9506981214305,0.776638865805884,1.27995732884185e-100,2.30686155893728,ZNF35,High,Ast_OPC
TIPARP,18.5401796341875,0.769172790434308,1.48848847807773e-97,2.07456581987214,ZNF35,High,Ast_OPC
AGMO,23.0925000783789,0.767964875979742,4.54972795943912e-97,2.64589266452364,ZNF35,High,Ast_OPC
CAPN3,17.3452777262532,0.76592489894975,2.95679902490262e-96,2.45389649616901,ZNF35,High,Ast_OPC
NDE1,26.7851101552848,0.765842134931633,3.18830978089394e-96,2.64589266452364,ZNF35,High,Ast_OPC
PRRC1,24.229510376839,0.756831690766545,9.86456995157577e-93,3.39178224515781,ZNF35,High,Ast_OPC
LANCL1-AS1,31.4023294289325,0.756727447155329,1.08028350652679e-92,2.44851170455243,ZNF35,High,Ast_OPC
YARS2,13.7641676005936,0.755750614465583,2.52647086043418e-92,2.11345694735627,ZNF35,High,Ast_OPC
LGR5,26.6717856438561,0.741874083073964,2.9217026507123e-87,4.0448787613649,ZNF35,High,Ast_OPC
PON3,33.2167703519198,0.729373752022754,5.71048369865996e-83,2.09289829960272,ZNF35,High,Ast_OPC
MYOT,32.5951610547466,0.725209232930724,1.35849985484731e-81,2.8843808892725,ZNF35,High,Ast_OPC
THAP2,16.7030553945588,0.724675067727309,2.03069890280119e-81,2.43590130972041,ZNF35,High,Ast_OPC
C21orf91-OT1,23.2285560036572,0.724448932483964,2.40709774279965e-81,2.23503564061733,ZNF35,High,Ast_OPC
FAM13B,26.4718481364092,0.722913226798506,7.60271004573005e-81,2.07456581987214,ZNF35,High,Ast_OPC
DIPK2B,30.9589112249354,0.721269694624399,2.58231891988415e-80,2.27218751664859,ZNF35,High,Ast_OPC
TRAPPC13,46.5633078472847,0.71800718515299,2.84885595465117e-79,3.10343212570694,ZNF35,High,Ast_OPC
CDH19,29.3862366192169,0.711919166120736,2.29849890559678e-77,3.05267369647498,ZNF35,High,Ast_OPC
IQCK,32.8925172548524,0.710885179440467,4.789322218098e-77,2.05375170375805,ZNF35,High,Ast_OPC
TMEM246-AS1,30.997619404731,0.7086367878433,2.33573256246699e-76,3.24864499987851,ZNF35,High,Ast_OPC
CLDND1,18.7101386206868,0.702988344796903,1.17143130532216e-74,2.11345694735627,ZNF35,High,Ast_OPC
MND1,45.6407369117958,0.690257153628916,5.7410140242302e-71,2.03563573469021,ZNF35,High,Ast_OPC
PON2,37.7539828959386,0.685077106785413,1.60833572868886e-69,2.31629383573914,ZNF35,High,Ast_OPC
DYNC1LI2,30.3189893011428,0.684896415225168,1.80442565799812e-69,2.11345694735627,ZNF35,High,Ast_OPC
MYO10,28.5175371359004,0.680066275986371,3.78224921847056e-68,2.66470448408944,ZNF35,High,Ast_OPC
HAS2,15.580447632351,0.672563785039594,3.80519052641693e-66,2.66573896882151,ZNF35,High,Ast_OPC
CLPB,16.22354515664,0.657130023943669,3.30870972536244e-62,2.23503564061733,ZNF35,High,Ast_OPC
SEMA6A-AS1,17.2291186433956,0.654931914115947,1.15397107449062e-61,2.20446392654729,ZNF35,High,Ast_OPC
MYH11,16.0933674588592,0.652967294127078,3.49167927047767e-61,3.12406649775437,ZNF35,High,Ast_OPC
LANCL1,41.2317773725741,0.642137209930785,1.35113380334572e-58,2.20446392654729,ZNF35,High,Ast_OPC
CALD1,20.6767311775849,0.636607082983179,2.5841533127589e-57,2.27218751664859,ZNF35,High,Ast_OPC
PLPPR1,23.6961140464915,0.627210820627603,3.39822001057909e-55,2.57438971192177,ZNF35,High,Ast_OPC
TRIM2,32.523761572611,0.620666793403623,9.22301331931732e-54,2.21812348558516,ZNF35,High,Ast_OPC
PTPRZ1,20.1525570051523,0.598763228328165,3.34564322919636e-49,3.12406649775437,ZNF35,High,Ast_OPC
PCM1,18.2230370454004,0.595639162442235,1.40108639598625e-48,2.45389649616901,ZNF35,High,Ast_OPC
MSI2,42.2582292220888,0.583624088074544,2.99165306838565e-46,2.09786325917773,ZNF35,High,Ast_OPC
MARF1,14.0139548835826,0.566761008326619,3.85798823058749e-43,2.23503564061733,ZNF35,High,Ast_OPC
GAB2,24.3230620829704,0.537124057402205,4.34971091854144e-38,2.53636309143902,ZNF35,High,Ast_OPC
LINC00472,23.8630924089239,0.507117049228333,1.84451398237383e-33,2.11345694735627,ZNF35,High,Ast_OPC
APC,17.7322615785447,0.500842903040753,1.50216201736616e-32,2.11345694735627,ZNF35,High,Ast_OPC
SH3GL2,35.3520255955913,0.931184537813967,1.00561883593779e-217,3.90938619666788,BHLHE22,Inter,Ext
AUNIP,25.0454161429484,0.890320273861559,4.35626949761518e-170,2.38739325650489,BHLHE22,Inter,Ext
KCNV1,29.3813621131497,0.875271685259029,3.39829431191837e-157,2.15155189100148,BHLHE22,Inter,Ext
SMCO2,18.5912918945541,0.865853494993068,6.04808280968437e-150,2.01492098703258,BHLHE22,Inter,Ext
DLGAP1-AS4,39.5954247851835,0.863102719530399,6.25513570633092e-148,2.23333918890756,BHLHE22,Inter,Ext
GABRB3,27.3880943117179,0.860996153033248,2.04701028082804e-146,2.66647363410114,BHLHE22,Inter,Ext
SH3BGRL2,28.203108329483,0.851861429726565,3.92240909638881e-140,2.96478080369481,BHLHE22,Inter,Ext
SPEF2,11.1065611463032,0.842787419961765,2.70172961488118e-134,2.57683559854252,BHLHE22,Inter,Ext
KCNQ5,20.6429144002688,0.833177247524124,1.67931488133004e-128,2.13871936586489,BHLHE22,Inter,Ext
RTKN2,11.6918987896995,0.824858625647816,8.87425526235724e-124,2.07500704762405,BHLHE22,Inter,Ext
OLFM3,12.4103183495812,0.82383161034022,3.26110055212851e-123,2.61165062940269,BHLHE22,Inter,Ext
MELTF,23.1672056691891,0.822487537836043,1.76771328835232e-122,2.67394859019422,BHLHE22,Inter,Ext
ST7,11.6372794460339,0.818033481447108,4.34084051329099e-120,2.05130480821696,BHLHE22,Inter,Ext
VSNL1,26.8902118494948,0.808176453902771,4.99405322072648e-115,2.33670985796896,BHLHE22,Inter,Ext
BZW2,14.0460747011065,0.806356711435468,3.99324553382276e-114,2.73915546933242,BHLHE22,Inter,Ext
CFAP221,15.3373655541114,0.803938766433861,6.11433437314723e-113,2.07500704762405,BHLHE22,Inter,Ext
LCA5,20.9969079171034,0.791342011973106,5.05158265164273e-107,2.8793524751169,BHLHE22,Inter,Ext
TYW3,14.6608035879583,0.789645888477137,2.9438987891716e-106,2.36117724431891,BHLHE22,Inter,Ext
ANKMY2,14.3364606742647,0.781492743188663,1.11678793633943e-102,2.95496558580105,BHLHE22,Inter,Ext
RFTN1,57.0285984312364,0.767852889808054,5.10103115987718e-97,4.63429664244344,BHLHE22,Inter,Ext
PGAP3,14.1235622203705,0.76451390649867,1.08249952896299e-95,2.28789651729429,BHLHE22,Inter,Ext
KCNK1,20.5079900837247,0.761464779604612,1.68473678482395e-94,2.06811057484054,BHLHE22,Inter,Ext
ERICH3-AS1,24.1421293908154,0.739099804595515,2.85642055589747e-86,2.3562009589081,BHLHE22,Inter,Ext
SERINC3,19.6602219801136,0.73876763025575,3.73011975835882e-86,2.1912650804448,BHLHE22,Inter,Ext
FHL1,10.356021828755,0.73617363690581,2.95093195385317e-85,2.36117724431891,BHLHE22,Inter,Ext
STMN1,12.0753426213189,0.736097826785757,3.13390159269243e-85,2.1912650804448,BHLHE22,Inter,Ext
LSM11,14.3761540471014,0.726746145357947,4.44858784307968e-82,2.9836863869612,BHLHE22,Inter,Ext
ERICH3,30.0739759548265,0.690115860290325,6.72216699242248e-71,2.95496558580105,BHLHE22,Inter,Ext
DLGAP1-AS3,28.7504828880251,0.66060311187834,4.87072559947699e-63,2.66647363410114,BHLHE22,Inter,Ext
LINC00845,18.8661089633321,0.656940943381517,3.98889448597829e-62,4.21931952285567,BHLHE22,Inter,Ext
AP3S1,10.5345447453854,0.644184873105662,4.84172809216529e-59,2.1912650804448,BHLHE22,Inter,Ext
LINC01793,15.0825073004587,0.620816267231535,9.27262756814754e-54,4.21931952285567,BHLHE22,Inter,Ext
OPRM1,20.3642571932391,0.594604367932933,2.41321986374668e-48,3.51482203120811,BHLHE22,Inter,Ext
ST7-AS2,10.679941555582,0.588268622979664,4.14992003782525e-47,2.87166393031061,BHLHE22,Inter,Ext
MYSM1,17.4935417234452,0.581235001677116,9.08264399816358e-46,2.13871936586489,BHLHE22,Inter,Ext
GALNT17,15.855018180743,0.56412103655041,1.22157559046888e-42,3.20867843570505,BHLHE22,Inter,Ext
MKRN2,10.2217227429757,0.528761082297003,1.00671135782901e-36,2.1912650804448,BHLHE22,Inter,Ext
GABRG3-AS1,19.3870914247597,0.511269391121574,4.78345214201562e-34,2.49490423925001,BHLHE22,Inter,Ext
OLR1,30.2675057624008,0.827291111803924,3.92381606131065e-125,2.77907054002098,CEBPA,Inter,Mic
CLEC1A,33.6645810901758,0.821277580324508,8.00651976453648e-122,3.27808748578351,CEBPA,Inter,Mic
ENTPD1,22.2250607632462,0.81837610064791,2.85828393896692e-120,3.4188237736585,CEBPA,Inter,Mic
CLEC9A,32.9616207788409,0.817975009557572,4.66172881523315e-120,3.08330761934594,CEBPA,Inter,Mic
TNFRSF1B,30.6147654153015,0.81664560756979,2.33565670552357e-119,2.32326083938193,CEBPA,Inter,Mic
CLEC7A,30.7733811625313,0.815289363050836,1.19251566026189e-118,2.77907054002098,CEBPA,Inter,Mic
APBB1IP,17.7268480169205,0.81410867352925,4.8765282348948e-118,2.06127219572893,CEBPA,Inter,Mic
RNASE6,28.2844675954088,0.814007192906587,5.50068165286218e-118,3.17841628113185,CEBPA,Inter,Mic
VSIG4,15.3495204814267,0.813871019730422,6.46923928029708e-118,2.00388104652931,CEBPA,Inter,Mic
MILR1,19.8135827359917,0.813196623459448,1.43946355241984e-117,2.1677491109257,CEBPA,Inter,Mic
IL15RA,19.3328568901454,0.812963411105573,1.89654328217868e-117,2.28192673454785,CEBPA,Inter,Mic
IL1B,25.1680948060174,0.807818640603645,7.52923716022847e-115,2.47353148781038,CEBPA,Inter,Mic
PNP,14.2934524743059,0.807403166855181,1.21105524768314e-114,2.94639709611101,CEBPA,Inter,Mic
CH25H,16.4782123682427,0.806211759631967,4.70710127805104e-114,2.28192673454785,CEBPA,Inter,Mic
MYO1F,37.3591831693494,0.805361692255781,1.23341687940014e-113,3.27808748578351,CEBPA,Inter,Mic
CLEC19A,29.6461515374568,0.802974168839149,1.79817029258401e-112,3.27808748578351,CEBPA,Inter,Mic
HIF1A,25.6094329073078,0.80173999124273,7.08127302050873e-112,2.45253622605286,CEBPA,Inter,Mic
PRAM1,37.0592893142953,0.79715885807053,1.0570613545829e-109,3.27808748578351,CEBPA,Inter,Mic
PECAM1,18.3941172969157,0.796020388982538,3.59450111236667e-109,2.28394689725053,CEBPA,Inter,Mic
GNB4,8.03650606745399,0.786694269089834,6.06603494663379e-105,2.16255568445336,CEBPA,Inter,Mic
PELI1,20.7739987690771,0.778225377964567,2.76193622185098e-101,2.06127219572893,CEBPA,Inter,Mic
MED13L,16.5677314019796,0.753631952669126,1.61759920261736e-91,2.71013432332254,CEBPA,Inter,Mic
EIF3A,7.79514760529439,0.721347876665575,2.56090653682278e-80,2.54854134951558,CEBPA,Inter,Mic
SP3,12.5047750004616,0.709589356953352,1.26399018536501e-76,2.1677491109257,CEBPA,Inter,Mic
ACTA2,13.6067268175212,0.705735598122875,1.87130672222984e-75,2.37468150961014,CEBPA,Inter,Mic
RASA3,9.90292468879362,0.681519355057937,1.63273637834576e-68,2.55265868271265,CEBPA,Inter,Mic
MARK2,7.38584972232424,0.63663889903215,2.75825079501862e-57,2.8581860237463,CEBPA,Inter,Mic
ERGIC1,14.3035960302376,0.619328770408601,1.94194902345138e-53,2.28394689725053,CEBPA,Inter,Mic
HIF1A-AS1,16.7689798909955,0.609907408443565,1.91889231102088e-51,2.07613582286812,CEBPA,Inter,Mic
PPP3R1,9.1448879493843,0.607920026112667,4.95635045183101e-51,2.41153552464531,CEBPA,Inter,Mic
MARCH2,25.9740853490556,0.593876788780173,3.356592343952e-48,3.08330761934594,CEBPA,Inter,Mic
DDX5,8.69749872540037,0.561074046571972,4.21595239162756e-42,2.1677491109257,CEBPA,Inter,Mic
VPS8,9.27740957877307,0.555163325170041,4.49782508630754e-41,2.71013432332254,CEBPA,Inter,Mic
PRRC2C,7.69161043367438,0.543010706461045,5.04822093529281e-39,2.08709308415915,CEBPA,Inter,Mic
HK2,27.0591221030213,0.91284636314902,1.92780546626615e-193,2.08154715458011,CEBPB,Inter,Mic
ATP6V0E1,32.0617844979328,0.909433049409198,1.62288783069131e-189,2.95318242804733,CEBPB,Inter,Mic
CXorf38,8.68173012740908,0.908892361101569,6.57215045531989e-189,2.05767680818463,CEBPB,Inter,Mic
TNFAIP3,21.9889609737697,0.906115340905099,7.53549343149989e-186,2.64204710182476,CEBPB,Inter,Mic
TNFRSF10A,23.8336912680189,0.905039681645928,1.08874338321925e-184,2.53073158599388,CEBPB,Inter,Mic
MYOF,17.5082117646136,0.902518526717593,5.04442462537863e-182,2.53073158599388,CEBPB,Inter,Mic
FGL2,23.8154594963172,0.902500613707836,5.26693813128568e-182,2.3322668407375,CEBPB,Inter,Mic
CPVL,33.6500652183127,0.901247282219689,1.04873506716239e-180,2.42782889984567,CEBPB,Inter,Mic
CMTM6,19.7219267327915,0.900625743128221,4.55103468763656e-180,3.16780338029622,CEBPB,Inter,Mic
CLEC5A,14.0896303029015,0.899995108557516,1.9970733436852e-179,2.37249534478508,CEBPB,Inter,Mic
ARRDC5,13.8135684320437,0.897665997952891,4.31040484861961e-177,2.10486500647642,CEBPB,Inter,Mic
PTAFR,25.4523911391457,0.896608782004666,4.72435755551711e-176,2.53073158599388,CEBPB,Inter,Mic
TNFRSF10B,20.4384861241757,0.896136405985671,1.3649689188148e-175,2.3322668407375,CEBPB,Inter,Mic
LINC02611,19.1557372518328,0.894976295954672,1.81159757543889e-174,2.08154715458011,CEBPB,Inter,Mic
NLRP3,17.3832592755855,0.894865402402814,2.31517400774053e-174,2.42782889984567,CEBPB,Inter,Mic
TNFRSF10D,25.5237123177846,0.894659601446784,3.65076882156661e-174,3.05708090569192,CEBPB,Inter,Mic
ANKRD22,19.4749074995042,0.893830905092919,2.26308872309454e-173,3.20397223249722,CEBPB,Inter,Mic
APBB1IP,30.8008818580165,0.893648790277956,3.37302688147787e-173,2.53073158599388,CEBPB,Inter,Mic
CMTM7,21.4535558173833,0.893334635140406,6.69723772814645e-173,3.28619735717194,CEBPB,Inter,Mic
TNFRSF10C,22.4130503509883,0.888418721603591,2.35512129347436e-168,2.24316630141397,CEBPB,Inter,Mic
HIPK3,12.0321149094139,0.886915637358926,5.22531170750028e-167,2.34724078479273,CEBPB,Inter,Mic
CH25H,20.1441167182338,0.884266710562671,1.10636158419902e-164,3.80274872574801,CEBPB,Inter,Mic
IL15RA,15.8428736849598,0.883244791996358,8.44605405936079e-164,2.0078961437469,CEBPB,Inter,Mic
GAK,9.10754016004045,0.87963407631965,9.41927450495557e-161,2.37249534478508,CEBPB,Inter,Mic
MED13L,9.84602058614418,0.870420578760308,2.15830726823477e-153,2.10486500647642,CEBPB,Inter,Mic
MOB3A,17.5263042256031,0.860572977884388,4.09508943038393e-146,2.05553107278901,CEBPB,Inter,Mic
ABHD15,13.7326694294202,0.855840519721538,8.14890178245057e-143,2.24316630141397,CEBPB,Inter,Mic
CORO1A,16.5147705830924,0.854887976126044,3.6357141937727e-142,2.37249534478508,CEBPB,Inter,Mic
IFNAR2,30.8602383991314,0.853488986332672,3.20784774391531e-141,2.2349886903533,CEBPB,Inter,Mic
NUMB,11.2603831798259,0.852901044446913,7.94832388107809e-141,3.38654397447709,CEBPB,Inter,Mic
FCAR,15.9723212790195,0.849269921135708,1.99594748304593e-138,2.10486500647642,CEBPB,Inter,Mic
SSH2,13.5963182099551,0.836886835210484,1.08093239920781e-130,2.8955667932866,CEBPB,Inter,Mic
IL6R,16.4635061403977,0.824797295259624,9.59448501467809e-124,2.76310831673941,CEBPB,Inter,Mic
RELB,20.7249669977651,0.805086703568714,1.68230545992154e-113,2.30011258092332,CEBPB,Inter,Mic
USF2,13.7314364413589,0.803327440862471,1.21195578111631e-112,2.3322668407375,CEBPB,Inter,Mic
UPF1,16.0690835657775,0.802899468740254,1.95407759513757e-112,2.10486500647642,CEBPB,Inter,Mic
IL10RB,24.3461885221622,0.764520955970525,1.07571370981424e-95,2.2349886903533,CEBPB,Inter,Mic
DUSP1,25.4795974746733,0.739104499038926,2.84569944762557e-86,2.59303270568353,CEBPB,Inter,Mic
ACTA2,20.0396725555053,0.717518059100182,4.28657488867095e-79,3.92638313211437,CEBPB,Inter,Mic
GEMIN7-AS1,12.1989349279744,0.66771800260108,7.50529748289414e-65,2.67580461585721,CEBPB,Inter,Mic
UBAC2,16.5615544738539,0.650669187470055,1.36805787894025e-60,3.18727804394046,CEBPB,Inter,Mic
ERGIC1,16.8631401963992,0.644904509279386,3.27233018851507e-59,2.76310225144439,CEBPB,Inter,Mic
PPAN,7.90366546541822,0.639790588776245,5.17291707480372e-58,2.53575829419197,CEBPB,Inter,Mic
LMBR1L,10.9543832577999,0.63348185417513,1.44723063489724e-56,2.10486500647642,CEBPB,Inter,Mic
HIF1A-AS1,17.2504043147327,0.628267544156047,2.14689999263841e-55,2.00044101007608,CEBPB,Inter,Mic
MTHFR,8.29796820742665,0.621699078522029,5.96619913458873e-54,2.37249534478508,CEBPB,Inter,Mic
PTPN22,11.8132158119731,0.607338479142973,6.53373657353321e-51,2.23039431950979,CEBPB,Inter,Mic
NECTIN2,17.2269581250992,0.577369665821753,4.79715199340704e-45,2.19564369250941,CEBPB,Inter,Mic
CRLF3,11.0676219517706,0.555163161749789,4.49810601909103e-41,2.42782889984567,CEBPB,Inter,Mic
SLC35A4,10.5066851993057,0.537761488427382,3.65725466275466e-38,2.15979734772851,CEBPB,Inter,Mic
CYTIP,20.4286000168367,0.867193883221026,6.06155212018562e-151,2.79604782160482,CEBPD,Inter,Mic
OLR1,31.8278462495004,0.865671910676087,8.23591052792161e-150,3.12192657011845,CEBPD,Inter,Mic
TNFRSF10A,21.7077275391328,0.863673371125425,2.40915526863839e-148,2.29417052029608,CEBPD,Inter,Mic
TBC1D16,12.5688867478914,0.862863658080681,9.32664076749884e-148,2.95617294954895,CEBPD,Inter,Mic
CLEC1A,32.8022097586644,0.862564171433519,1.53382489717546e-147,2.84511449472543,CEBPD,Inter,Mic
CLEC9A,32.0885434234087,0.860387558915136,5.54640466592395e-146,2.68145497819963,CEBPD,Inter,Mic
MNDA,15.1586934082695,0.859315916024693,3.16784518222254e-145,2.04746806878831,CEBPD,Inter,Mic
RNASE6,26.3445069430275,0.85829359736073,1.64606227547289e-144,2.76141342145248,CEBPD,Inter,Mic
CLEC7A,32.3120888703447,0.857628373112433,4.77718647541149e-144,3.12192657011845,CEBPD,Inter,Mic
TNFRSF10D,23.2286031058333,0.856021837466934,6.12240950168255e-143,2.7628744055773,CEBPD,Inter,Mic
CORO1A,14.4352865897723,0.854102557088451,1.23664647742264e-141,2.18746518144892,CEBPD,Inter,Mic
RB1,28.9763766508134,0.851284176022579,9.4835956417529e-140,2.16153127457696,CEBPD,Inter,Mic
SOAT1,16.8713009802593,0.849047314923001,2.78704326139025e-138,2.95617294954895,CEBPD,Inter,Mic
MYO1F,34.0228183967751,0.848971036470625,3.12413242601545e-138,2.84511449472543,CEBPD,Inter,Mic
PRAM1,33.8766898629443,0.847707479850784,2.0601442334368e-137,2.84511449472543,CEBPD,Inter,Mic
PNP,15.0910340085064,0.847604945400392,2.39960632106756e-137,3.24670320002966,CEBPD,Inter,Mic
TNFRSF10C,20.4176963559866,0.832256748930866,5.77052530338395e-128,2.01325437722249,CEBPD,Inter,Mic
UBE2K,9.03243738417499,0.831501660963474,1.57766649937533e-127,2.76577498786711,CEBPD,Inter,Mic
COLGALT1,22.8080505312241,0.830949453915138,3.28046053883046e-127,2.31040912547973,CEBPD,Inter,Mic
PELI1,20.9831713728199,0.818515874965684,2.40826587465767e-120,2.29417052029608,CEBPD,Inter,Mic
TNFRSF10B,18.5961863675405,0.817820026895839,5.62974324116562e-120,2.10014654112757,CEBPD,Inter,Mic
MED13L,12.316433290793,0.801754781492775,6.96666940738801e-112,2.95617294954895,CEBPD,Inter,Mic
GNAI3,13.1870654754737,0.786613314524098,6.58738712027785e-105,2.65228575972336,CEBPD,Inter,Mic
BACH1,12.0114759412156,0.781015792449012,1.7911169071621e-102,2.10014654112757,CEBPD,Inter,Mic
SP3,18.2942321716093,0.762182687016769,8.86080179901502e-95,3.39279492166952,CEBPD,Inter,Mic
ST8SIA4,15.1553784193761,0.756821479172652,1.0185406474332e-92,2.29417052029608,CEBPD,Inter,Mic
NEDD9,17.2605551224415,0.737147481970734,1.36205137887003e-85,2.29417052029608,CEBPD,Inter,Mic
PPAN,9.70403710290719,0.674766813124595,1.0714913998673e-66,2.34861391747695,CEBPD,Inter,Mic
MARCH2,24.0673607411704,0.638912610403775,8.26214864953858e-58,2.68145497819963,CEBPD,Inter,Mic
PCM1,9.83159020649307,0.563726838478346,1.43515873449882e-42,2.79604782160482,CEBPD,Inter,Mic
ATP6V0E1,17.5832827807251,0.876643006248213,2.66942705005575e-158,2.4061183884004,CEBPE,Inter,Mic
SMG1,9.62452745797779,0.863193561104181,5.37569285841155e-148,2.93404366815138,CEBPE,Inter,Mic
ALPK1,10.6986947913733,0.860163105440339,8.00118563787013e-146,2.63987822270946,CEBPE,Inter,Mic
ITPRIPL2,15.2920083503305,0.853988666143292,1.47694507345227e-141,4.74190605251972,CEBPE,Inter,Mic
TRAF3IP3,15.651555906815,0.843856557734879,5.79530853140039e-135,2.00887431179551,CEBPE,Inter,Mic
PLSCR1,7.23778376358324,0.843439235954891,1.05830431326009e-134,2.00887431179551,CEBPE,Inter,Mic
ANKRD22,13.0526903393511,0.840582536258982,6.24311873609221e-133,3.26267587015802,CEBPE,Inter,Mic
NLRP3,10.2764695579808,0.840389691530588,8.1967305171797e-133,2.67758535065414,CEBPE,Inter,Mic
RB1,17.8793374437232,0.834007333081957,5.48409754223672e-129,3.13218451297107,CEBPE,Inter,Mic
CH25H,8.75158561555381,0.829988836223577,1.16369796894954e-126,2.34740808991215,CEBPE,Inter,Mic
ITM2B,12.5675665829822,0.828795107795444,5.5620329065585e-126,2.4061183884004,CEBPE,Inter,Mic
RCSD1,14.8900586518048,0.823353186810146,5.9605538031398e-123,2.13974964211322,CEBPE,Inter,Mic
NAA20,16.0429581725276,0.81193363865272,6.36670265278869e-117,2.4061183884004,CEBPE,Inter,Mic
IL6R,10.7617677769311,0.811797887082588,7.46481890997593e-117,2.29166494650792,CEBPE,Inter,Mic
CLEC19A,23.2019181434841,0.811164215690265,1.56696915347309e-116,4.20323989361367,CEBPE,Inter,Mic
TIFA,10.0067044156344,0.764628614540289,9.75555133824267e-96,2.63987822270946,CEBPE,Inter,Mic
BRCA2,9.08229447228339,0.754232655018325,9.63887206465973e-92,2.46824035601177,CEBPE,Inter,Mic
PGM2,10.6015327406019,0.74339315965824,8.75473655530304e-88,2.67758535065414,CEBPE,Inter,Mic
DUSP1,12.6996843920533,0.737794008467579,8.13523316087337e-86,2.18805277153276,CEBPE,Inter,Mic
NIPBL,13.1766682524602,0.707091761327713,7.28667472762922e-76,2.04925147637697,CEBPE,Inter,Mic
MAVS,8.61948331337918,0.694418646224961,3.99493305282306e-72,2.00887431179551,CEBPE,Inter,Mic
ACTA2,12.4435985723072,0.690521498728737,5.16119296066107e-71,4.84832528203652,CEBPE,Inter,Mic
SLC40A1,14.4187271556988,0.632893925465358,1.96630724390973e-56,2.46824035601177,CEBPE,Inter,Mic
ERGIC1,10.4796119646534,0.611248768801206,1.00736154956964e-51,2.93404366815138,CEBPE,Inter,Mic
TRPM2,7.81900634133282,0.597666425864042,5.96727355511018e-49,2.63987822270946,CEBPE,Inter,Mic
CREG1,10.5014866981033,0.569856544357626,1.14497943551881e-43,2.29166494650792,CEBPE,Inter,Mic
NUMA1,12.4906732560868,0.695908751344517,1.48625866381187e-72,3.11128134481717,CEBPZ,Inter,Unknow
DONSON,14.0151744544466,0.695247395020816,2.30629483122061e-72,2.59020693024962,CEBPZ,Inter,Unknow
CUTA,16.8076515517427,0.69387021300708,5.73923899805162e-72,4.7086908050956,CEBPZ,Inter,Unknow
SPPL3,20.2742201631184,0.685832529376566,1.06345719492531e-69,2.71624935475587,CEBPZ,Inter,Unknow
TMEM259,27.012510520629,0.668334606984843,5.2000525713901e-65,2.69605859995784,CEBPZ,Inter,Unknow
SLC39A7,19.4314502733671,0.666181464764303,1.86644377913675e-64,4.36038869873372,CEBPZ,Inter,Unknow
APOLD1,30.4758600321786,0.664936409056627,3.88859867423412e-64,2.30491399097374,CEBPZ,Inter,Unknow
CCT3,10.218326521783,0.654816579663277,1.33311006680839e-61,2.08001037590569,CEBPZ,Inter,Unknow
DUSP16,24.5151666212926,0.647995930754819,6.01451474395573e-60,2.69605859995784,CEBPZ,Inter,Unknow
ADGRE5,25.5514421048661,0.646693310754747,1.23125356632354e-59,3.11418914292433,CEBPZ,Inter,Unknow
TBC1D17,15.3929608708263,0.644236303023147,4.70806529747064e-59,2.97061829710971,CEBPZ,Inter,Unknow
LAMTOR1,9.00011876280485,0.64401935883199,5.29635708998132e-59,2.59020693024962,CEBPZ,Inter,Unknow
SRRM1,31.2185936225168,0.643311229749641,7.77668076613417e-59,2.1188205505627,CEBPZ,Inter,Unknow
IRF2BP1,16.3932185214137,0.637176517515748,2.0758900318261e-57,2.18671411389814,CEBPZ,Inter,Unknow
MIA,14.3019696174938,0.636088006710348,3.68834569160274e-57,2.01871118457618,CEBPZ,Inter,Unknow
SCAF1,9.85940274756528,0.622532197254009,3.92926687822815e-54,2.73001687595434,CEBPZ,Inter,Unknow
CLIC4,27.9693343513477,0.618032984267397,3.68569196219296e-53,2.9367518746436,CEBPZ,Inter,Unknow
YBEY,10.2381232630424,0.614688905928281,1.90100245937632e-52,2.36447004108358,CEBPZ,Inter,Unknow
VRK3,18.765051407977,0.610011438505515,1.82561068931068e-51,2.73001687595434,CEBPZ,Inter,Unknow
BAG6,25.5045823244889,0.602882448262963,5.32737791184503e-50,2.18671411389814,CEBPZ,Inter,Unknow
LINC01578,10.4096462564129,0.602763927329595,5.63067825361458e-50,2.87388635891508,CEBPZ,Inter,Unknow
ZNF326,11.8096691147907,0.602132483970109,7.56022261924385e-50,2.30313976197032,CEBPZ,Inter,Unknow
DAAM2,29.618779793349,0.594626160953495,2.38950446838862e-48,2.17431733059576,CEBPZ,Inter,Unknow
LSS,17.6346077537673,0.590531246804968,1.51367362547873e-47,2.18671411389814,CEBPZ,Inter,Unknow
ELOB,25.233873299198,0.586743010462644,8.15622287102132e-47,2.59020693024962,CEBPZ,Inter,Unknow
PPP1R3F,16.0656629257433,0.586607594273763,8.65910562758902e-47,2.36447004108358,CEBPZ,Inter,Unknow
FASN,27.0365634752135,0.566959526085478,3.80615123741576e-43,3.34806029527047,CEBPZ,Inter,Unknow
